建築物名稱,轄管分局,地址_縣市別代碼,地址_行政區域代碼,里別,地址_鄰,地址_路,地址_非路,地址_街,地址_段,地址_巷,地址_弄,地址_衖,地址_號,地址_之號,地址_樓,地址_其他,地下樓層數,可容納人數,緯度,經度,備註
天龍社區大樓,龍潭分局,68000,68000090,中興里,0,N/A,天龍四巷,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,1,1420,24.876301,121.231393,N/A
桃園龍城豪景大樓,龍潭分局,68000,68000090,東興里,0,中興路,N/A,N/A,N/A,211,22,N/A,1,12,N/A,N/A,1,822,24.873774,121.23573,N/A
工廠,龍潭分局,68000,68000090,九龍里,0,中興路,N/A,N/A,九龍,129,N/A,N/A,91,N/A,N/A,N/A,1,443,24.878168,121.245797,N/A
私人住宅大樓,龍潭分局,68000,68000090,東興里,0,中興路,N/A,N/A,N/A,211,70,N/A,1,N/A,N/A,N/A,1,2594,24.872602,121.236644,N/A
桃園高爾夫球場,龍潭分局,68000,68000090,九龍里,0,悅華路,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1,474,24.870008,121.247979,N/A
透天,龍潭分局,68000,68000090,永興里,0,中興路,N/A,N/A,N/A,N/A,N/A,N/A,433,1,N/A,N/A,1,46,24.872586,121.229803,N/A
市中興社區大樓,龍潭分局,68000,68000090,永興里,0,中興路,N/A,N/A,N/A,513,N/A,N/A,16,N/A,N/A,N/A,1,297,24.870609,121.22604,N/A
九龍臻社區,龍潭分局,68000,68000090,中興里,0,中興路,N/A,N/A,N/A,288,N/A,N/A,45,N/A,N/A,N/A,1,527,24.875569,121.233877,N/A
工廠,龍潭分局,68000,68000090,九龍里,0,中興路,N/A,N/A,九龍,3,N/A,N/A,13,N/A,N/A,N/A,1,751,24.879732,121.249753,N/A
工廠,龍潭分局,68000,68000090,九龍里,0,中興路,N/A,N/A,九龍,129,N/A,N/A,91,N/A,N/A,N/A,1,240,24.878508,121.245658,N/A
工廠,龍潭分局,68000,68000090,九龍里,0,中興路,N/A,N/A,九龍,N/A,N/A,N/A,11,N/A,N/A,N/A,1,98,24.880157,121.249002,N/A
工廠,龍潭分局,68000,68000090,北興里,0,中興路,N/A,N/A,N/A,18,N/A,N/A,20,N/A,N/A,N/A,1,706,24.877518,121.241831,N/A
大清城邑大樓,龍潭分局,68000,68000090,祥和里,0,龍平路,N/A,N/A,N/A,1107,55,N/A,26,N/A,N/A,N/A,1,1688,24.885733,121.239217,N/A
工廠,龍潭分局,68000,68000090,九龍里,0,中興路,N/A,N/A,九龍,129,N/A,N/A,91,N/A,N/A,N/A,1,63,24.878465,121.245551,N/A
龍潭新都匯大樓,龍潭分局,68000,68000090,黃唐里,0,武中路,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,1,776,24.875587,121.228082,N/A
君品社區大樓,龍潭分局,68000,68000090,九龍里,0,N/A,N/A,五福街,N/A,N/A,N/A,N/A,317,N/A,2樓,N/A,1,486,24.864616,121.225435,N/A
吉賀新富林大樓,龍潭分局,68000,68000090,九龍里,0,N/A,N/A,雙連街,N/A,N/A,N/A,N/A,280,N/A,二樓,N/A,1,266,24.857886,121.225708,N/A
手信霧隱城,龍潭分局,68000,68000090,北興里,0,N/A,N/A,民豐一街,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,1,2675,24.880253,121.242531,N/A
月光樺樺大樓,龍潭分局,68000,68000090,黃唐里,0,龍平路,N/A,N/A,N/A,820,N/A,N/A,8,12,N/A,N/A,1,611,24.884854,121.231609,N/A
私人住宅大樓,龍潭分局,68000,68000090,祥和里,0,武中路,N/A,N/A,N/A,628,N/A,N/A,67,N/A,N/A,N/A,1,1472,24.886292,121.237512,N/A
私人住宅大樓,龍潭分局,68000,68000090,黃唐里,0,福龍路,N/A,N/A,二,68,N/A,N/A,27,N/A,N/A,N/A,1,425,24.890639,121.223631,N/A
核能研究所,龍潭分局,68000,68000090,佳安里,0,文化路,N/A,N/A,N/A,N/A,N/A,N/A,1000,N/A,N/A,N/A,1,2443,24.857525,121.25159,N/A
私人住宅大樓,龍潭分局,68000,68000090,建林里,0,建國路,N/A,N/A,N/A,75,12,N/A,11,N/A,N/A,N/A,1,880,24.857356,121.251636,N/A
桃園市客文館,龍潭分局,68000,68000090,建林里,0,中正路,N/A,N/A,三林,N/A,N/A,N/A,500,N/A,N/A,N/A,1,2820,24.845441,121.234533,N/A
龍潭女子監獄,龍潭分局,68000,68000090,富林里,0,中正路,N/A,N/A,三林,N/A,N/A,N/A,617,N/A,N/A,N/A,1,4412,24.844624,121.237306,N/A
三坑國小,龍潭分局,68000,68000090,三坑里,0,永昌路,N/A,N/A,N/A,51,N/A,N/A,85,N/A,N/A,N/A,1,525,24.844722,121.237144,N/A
芝麻酒店大樓,龍潭分局,68000,68000090,大平里,0,N/A,芝麻,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,396,24.818241,121.242401,N/A
私人住宅大樓,龍潭分局,68000,68000090,大平里,0,N/A,二坪,N/A,N/A,N/A,N/A,N/A,36,N/A,N/A,N/A,1,33,24.824073,121.236724,N/A
太平洋水鄉國際渡假村社區,龍潭分局,68000,68000090,大平里,0,N/A,N/A,民強街,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,3258,24.817711,121.24284,N/A
觀景大廈社區大樓,龍潭分局,68000,68000090,大平里,0,N/A,N/A,民治18街,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,1,445,24.819856,121.235649,N/A
天堂鳥森遊館大樓,龍潭分局,68000,68000090,大平里,0,民有路,N/A,N/A,N/A,N/A,N/A,N/A,257,N/A,N/A,N/A,1,2376,24.821406,121.239261,N/A
超越名門社區大樓,龍潭分局,68000,68000090,建林里,0,民族路,N/A,N/A,N/A,278,88,3,1,N/A,N/A,N/A,1,1797,24.840932,121.233326,N/A
透天,龍潭分局,68000,68000090,建林里,0,民族路,N/A,N/A,N/A,370,N/A,N/A,74,N/A,N/A,N/A,1,339,24.838505,121.233009,N/A
私人住宅大樓,龍潭分局,68000,68000090,三林里,0,民族路,N/A,N/A,N/A,416,N/A,N/A,16,N/A,N/A,N/A,1,456,24.836291,121.233427,N/A
石門國中,龍潭分局,68000,68000090,佳安里,0,文化路,N/A,N/A,N/A,N/A,N/A,N/A,137,N/A,N/A,N/A,1,553,24.840714,121.240421,N/A
台北教會,龍潭分局,68000,68000090,佳安里,0,佳安西路,N/A,N/A,N/A,4,N/A,N/A,101,N/A,N/A,N/A,1,807,24.838046,121.237217,N/A
石門湯苑二期大樓,龍潭分局,68000,68000090,大平里,0,龍源路,N/A,N/A,大平,N/A,N/A,N/A,278,1,N/A,N/A,1,1205,24.825492,121.237283,N/A
上林苑好宅大樓,龍潭分局,68000,68000090,三坑里,19,永昌路,N/A,N/A,N/A,24,N/A,N/A,1,N/A,N/A,N/A,1,632,24.834476,121.247357,N/A
圓桌教育基金會大樓,龍潭分局,68000,68000090,大平里,0,民治路,N/A,N/A,N/A,N/A,N/A,N/A,300,N/A,N/A,N/A,1,6111,24.818153,121.237981,N/A
卯盛邑境大樓,龍潭分局,68000,68000090,三林里,1,民族路,N/A,N/A,N/A,N/A,N/A,N/A,372,N/A,N/A,N/A,1,975,24.836774,121.233873,N/A
雲上青大樓,龍潭分局,68000,68000090,三林里,0,民族路,N/A,N/A,N/A,434,N/A,N/A,20,N/A,N/A,N/A,1,2236,24.835405,121.232459,N/A
勤樸雲天大樓,龍潭分局,68000,68000090,三林里,0,N/A,N/A,三角林街,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,1,573,24.830753,121.233549,N/A
名人堂花園大飯店,龍潭分局,68000,68000090,富林里,0,民生路,N/A,N/A,N/A,141,N/A,N/A,150,N/A,N/A,N/A,1,6114,24.845093,121.228083,N/A
工廠,龍潭分局,68000,68000090,三林里,0,N/A,N/A,三角林街,N/A,N/A,N/A,N/A,56,N/A,N/A,N/A,1,212,24.830492,121.232844,N/A
石門雲品大樓,龍潭分局,68000,68000090,大平里,0,N/A,N/A,民有一街,N/A,N/A,N/A,N/A,199,N/A,N/A,N/A,1,2769,24.824878,121.24164,N/A
透天,龍潭分局,68000,68000090,大平里,0,民治路,N/A,N/A,N/A,N/A,N/A,N/A,355,N/A,N/A,N/A,1,209,24.820674,121.237511,N/A
肯納莊園大樓,龍潭分局,68000,68000090,佳安里,0,文化路,N/A,N/A,N/A,405,N/A,N/A,50,3,N/A,N/A,1,1703,24.849066,121.244621,N/A
石門雲享大樓,龍潭分局,68000,68000090,大平里,0,N/A,N/A,民有一街,N/A,N/A,N/A,N/A,233,25,N/A,N/A,1,3285,24.832846,121.21377,N/A
中科苑大樓,龍潭分局,68000,68000090,三坑里,0,永昌路,N/A,N/A,N/A,51,N/A,N/A,21,N/A,N/A,N/A,1,2062,24.824281,121.241325,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊南路,N/A,N/A,N/A,320,6,N/A,2,N/A,N/A,N/A,1,52,24.835356,121.247742,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊南路,N/A,N/A,N/A,320,12,N/A,6,N/A,N/A,N/A,1,32,24.832881,121.213753,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊南路,N/A,N/A,N/A,320,N/A,N/A,2,N/A,N/A,N/A,1,63,24.832764,121.21356,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊南路,N/A,N/A,N/A,320,12,N/A,9,N/A,N/A,N/A,1,55,24.833064,121.214063,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊南路,N/A,N/A,N/A,N/A,N/A,N/A,384,N/A,N/A,N/A,1,277,24.832719,121.213472,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊南路,N/A,N/A,N/A,N/A,N/A,N/A,368,N/A,N/A,N/A,1,35,24.831898,121.214404,N/A
工廠,龍潭分局,68000,68000090,高平里,0,中豐路,N/A,N/A,高平,N/A,N/A,N/A,403,N/A,N/A,N/A,1,1333,24.832031,121.214258,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊南路,N/A,N/A,N/A,320,N/A,N/A,10,N/A,N/A,N/A,1,466,24.833467,121.206209,N/A
工廠,龍潭分局,68000,68000090,高原里,0,中原路,N/A,N/A,2,N/A,N/A,N/A,374,N/A,N/A,N/A,1,1651,24.832831,121.213762,N/A
工廠,龍潭分局,68000,68000090,高原里,0,高原路,N/A,N/A,N/A,367,N/A,N/A,184,N/A,N/A,N/A,1,61,24.837762,121.194744,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊北路,N/A,N/A,N/A,N/A,N/A,N/A,109,N/A,N/A,N/A,1,312,24.830395,121.198099,N/A
工廠,龍潭分局,68000,68000090,高原里,0,中原路,N/A,N/A,二,N/A,N/A,N/A,176,N/A,N/A,N/A,1,81,24.840212,121.20601,N/A
工廠,龍潭分局,68000,68000090,高原里,0,中原路,N/A,N/A,二,N/A,N/A,N/A,100,N/A,N/A,N/A,1,1347,24.842222,121.196449,N/A
工廠,龍潭分局,68000,68000090,高原里,0,中原路,N/A,N/A,二,N/A,N/A,N/A,46,N/A,N/A,N/A,1,355,24.844008,121.197417,N/A
工廠,龍潭分局,68000,68000090,高原里,0,中原路,N/A,N/A,二,N/A,N/A,N/A,46,N/A,N/A,N/A,1,381,24.844878,121.197852,N/A
工廠,龍潭分局,68000,68000090,高原里,0,中原路,N/A,N/A,三,N/A,N/A,N/A,390,N/A,N/A,N/A,1,201,24.844878,121.197852,N/A
工廠,龍潭分局,68000,68000090,高平里,0,龍源路,N/A,N/A,N/A,N/A,N/A,N/A,800,N/A,N/A,N/A,1,213,24.824232,121.192048,N/A
工廠,龍潭分局,68000,68000090,高原里,0,福源路,N/A,N/A,N/A,N/A,N/A,N/A,138,N/A,N/A,N/A,1,41,24.818276,121.220961,N/A
工廠,龍潭分局,68000,68000090,高原里,0,高楊北路,N/A,N/A,N/A,451,N/A,N/A,100,N/A,N/A,N/A,1,374,24.827411,121.188239,N/A
工廠,龍潭分局,68000,68000090,高平里,0,中豐路,N/A,N/A,高平,N/A,N/A,N/A,576,N/A,N/A,N/A,1,188,24.844291,121.200005,N/A
工廠,龍潭分局,68000,68000090,高原里,0,高楊北路,N/A,N/A,N/A,451,N/A,N/A,100,N/A,N/A,N/A,1,1132,24.828521,121.206261,N/A
工廠,龍潭分局,68000,68000090,高原里,0,高楊北路,N/A,N/A,N/A,451,N/A,N/A,100,N/A,N/A,N/A,1,531,24.844291,121.200005,N/A
工廠,龍潭分局,68000,68000090,高原里,0,福源路,N/A,N/A,N/A,N/A,N/A,N/A,138,N/A,N/A,N/A,1,31,24.844291,121.200005,N/A
工廠,龍潭分局,68000,68000090,高原里,0,福源路,N/A,N/A,N/A,N/A,N/A,N/A,138,N/A,N/A,N/A,1,54,24.827411,121.188239,N/A
工廠,龍潭分局,68000,68000090,高原里,0,福源路,N/A,N/A,N/A,N/A,N/A,N/A,138,N/A,N/A,N/A,1,60,24.827411,121.188239,N/A
工廠,龍潭分局,68000,68000090,高原里,0,福源路,N/A,N/A,N/A,N/A,N/A,N/A,138,N/A,N/A,N/A,1,251,24.827411,121.188239,N/A
工廠,龍潭分局,68000,68000090,高原里,0,N/A,橫岡下,N/A,N/A,N/A,N/A,N/A,4,4,N/A,N/A,1,233,24.827411,121.188239,N/A
工廠,龍潭分局,68000,68000090,高平里,0,高楊南路,N/A,N/A,N/A,320,13,N/A,8,N/A,N/A,N/A,1,161,24.827411,121.188239,N/A
工廠,龍潭分局,68000,68000090,渴望里,0,渴望路,N/A,N/A,N/A,205,N/A,N/A,66,N/A,N/A,N/A,1,944,24.832274,121.21381,N/A
工廠,龍潭分局,68000,68000090,渴望里,0,渴望路,N/A,N/A,N/A,237,N/A,N/A,1,N/A,N/A,N/A,1,2407,24.837984,121.187021,N/A
高原國小,龍潭分局,68000,68000090,高原里,0,高原路,N/A,N/A,N/A,N/A,N/A,N/A,568,N/A,N/A,N/A,1,448,24.837309,121.187662,N/A
工廠,龍潭分局,68000,68000090,高原里,0,龍源路,N/A,N/A,N/A,N/A,N/A,N/A,245,N/A,N/A,N/A,1,6622,24.830126,121.19389,N/A
工廠,龍潭分局,68000,68000090,高原里,0,龍源路,N/A,N/A,N/A,N/A,N/A,N/A,245,N/A,N/A,N/A,1,315,24.836527,121.189363,N/A
新生醫專,龍潭分局,68000,68000090,高平里,0,中豐路,N/A,N/A,高平,N/A,N/A,N/A,418,N/A,N/A,N/A,1,9827,24.823552,121.211649,N/A
新生醫專,龍潭分局,68000,68000090,高平里,0,中豐路,N/A,N/A,高平,N/A,N/A,N/A,418,N/A,N/A,N/A,1,2296,24.831948,121.208634,N/A
台灣石油公司,龍潭分局,68000,68000090,高平里,0,中豐路,N/A,N/A,高平,N/A,N/A,N/A,108,N/A,N/A,N/A,1,66,24.831948,121.208634,N/A
新生醫專,龍潭分局,68000,68000090,高平里,0,中豐路,N/A,N/A,高平,N/A,N/A,N/A,418,N/A,N/A,N/A,1,323,24.838959,121.209874,N/A
工廠,龍潭分局,68000,68000090,高原里,0,中原路,N/A,N/A,二,N/A,N/A,N/A,188,N/A,N/A,N/A,1,2613,24.831948,121.208634,N/A
工廠,龍潭分局,68000,68000090,高原里,0,中原路,N/A,N/A,一,N/A,N/A,N/A,360,N/A,N/A,N/A,1,346,24.841629,121.196306,N/A
工廠,龍潭分局,68000,68000090,渴望里,0,新和路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,20701,24.850259,121.20018,N/A
諾瓦國小,龍潭分局,68000,68000090,渴望里,0,渴望路,N/A,N/A,N/A,660,50,N/A,1,N/A,N/A,N/A,1,830,24.847031,121.186323,N/A
工廠,龍潭分局,68000,68000090,高平里,0,中豐路,N/A,N/A,高平,10,N/A,N/A,85,N/A,N/A,N/A,1,29,24.844692,121.177684,N/A
半九十社區大樓,龍潭分局,68000,68000090,渴望里,0,渴望二路,N/A,N/A,N/A,99,N/A,N/A,135,N/A,N/A,N/A,1,1906,24.844137,121.182895,N/A
工廠,龍潭分局,68000,68000090,三水里,0,N/A,N/A,大北坑街,一,220,N/A,N/A,66,N/A,N/A,N/A,1,82,24.838756,121.212762,N/A
工廠,龍潭分局,68000,68000090,三水里,0,N/A,N/A,大北坑街,一,220,N/A,N/A,65,N/A,N/A,N/A,1,56,24.871551,121.172299,N/A
工廠,龍潭分局,68000,68000090,三和里,0,楊銅路,N/A,N/A,二,N/A,N/A,N/A,801,N/A,N/A,N/A,1,16,24.871395,121.172764,N/A
工廠,龍潭分局,68000,68000090,三和里,0,店湖一路,N/A,N/A,N/A,N/A,N/A,N/A,90,N/A,N/A,N/A,1,72,24.867801,121.181016,N/A
工廠,龍潭分局,68000,68000090,三和里,0,朝鳳路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,141,24.870047,121.176546,N/A
工廠,龍潭分局,68000,68000090,三和里,0,店湖一路,N/A,N/A,N/A,N/A,N/A,N/A,126,N/A,N/A,N/A,1,201,24.870847,121.178738,N/A
工廠,龍潭分局,68000,68000090,三和里,0,華映路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,4381,24.869648,121.17631,N/A
工廠,龍潭分局,68000,68000090,三和里,0,華映路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,9493,24.859314,121.192871,N/A
工廠,龍潭分局,68000,68000090,三和里,0,華映路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,4347,24.859314,121.192871,N/A
工廠,龍潭分局,68000,68000090,三和里,0,華映路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,859,24.859314,121.192871,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,1,N/A,N/A,N/A,1,1201,25.017288,121.398129,N/A
透天,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,267,N/A,N/A,N/A,1,210,25.017387,121.403805,N/A
私人住宅大樓,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,381,N/A,N/A,N/A,1、2,361,25.016528,121.400493,N/A
工廠,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,540,N/A,N/A,N/A,1,34,25.016654,121.396276,N/A
私人住宅大樓,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,542,N/A,N/A,N/A,1,50,25.016687,121.396023,N/A
工廠,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,543,N/A,N/A,N/A,1,23,25.016512,121.395575,N/A
客惟您食品工廠,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,551,N/A,N/A,4,N/A,N/A,N/A,1,445,25.0168,121.396843,N/A
透天,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,531,N/A,N/A,3,N/A,N/A,N/A,1,96,25.020062,121.407235,N/A
創業家社區大樓,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,529,N/A,N/A,N/A,1,198,25.016414,121.395966,N/A
工廠,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,607,N/A,N/A,N/A,1、2、3,3490,25.016387,121.39358,N/A
工廠(永金鑄造廠地下室),龜山分局,68000,68000070,龍壽里,0,N/A,N/A,龍校街,N/A,91,20,N/A,3,N/A,N/A,N/A,1,30,25.010934,121.389741,N/A
工廠(永金鑄造廠停車場),龜山分局,68000,68000070,龍壽里,0,N/A,N/A,龍校街,N/A,91,20,N/A,3,N/A,N/A,N/A,1,200,25.010794,121.389979,N/A
工廠,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,1247,N/A,N/A,7,N/A,N/A,N/A,1,164,25.017689,121.401238,N/A
工廠,龜山分局,68000,68000070,龍壽里,0,萬壽路,N/A,N/A,一,1247,N/A,N/A,9,N/A,N/A,N/A,1,224,25.017843,121.401188,N/A
証瓏企業大樓,龜山分局,68000,68000070,龍壽里,0,東萬壽路,N/A,N/A,N/A,642,N/A,N/A,66,N/A,N/A,N/A,1,74,25.00922,121.378942,N/A
私人住宅大樓,龜山分局,68000,68000070,龍壽里,0,東萬壽路,N/A,N/A,N/A,N/A,N/A,N/A,627,N/A,N/A,N/A,1、2、3、4,494,25.009305,121.37544,N/A
私人住宅大樓,龜山分局,68000,68000070,龍壽里,0,東萬壽路,N/A,N/A,N/A,642,N/A,N/A,91,N/A,N/A,N/A,1,108,25.008138,121.378986,N/A
工廠,龜山分局,68000,68000070,龍壽里,0,東萬壽路,N/A,N/A,N/A,N/A,N/A,N/A,672,1,N/A,N/A,1,156,24.999272,121.399524,N/A
工廠,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,龍新街,N/A,N/A,N/A,N/A,28,N/A,N/A,N/A,1,349,25.018494,121.406051,N/A
21世紀社區大樓,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,龍祥街,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,1016,25.019173,121.406535,N/A
21世紀社區大樓,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,118,N/A,N/A,N/A,1,820,25.018453,121.406874,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,龍祥街,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,1,3602,25.010019,121.39033,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,龍泉街,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,1,1777,25.019235,121.40791,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,龍江街,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1、2、3,586,25.019372,121.407154,N/A
龍華天下大樓,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,312,N/A,N/A,N/A,1,721,25.017378,121.402497,N/A
龍華科技大學大樓(語言中心),龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,300,N/A,N/A,N/A,1,299,25.018392,121.401555,N/A
金元寶社區大樓,龜山分局,68000,68000070,龍華里,0,N/A,N/A,龍華街,N/A,20,N/A,N/A,1,9,N/A,N/A,1,453,25.017313,121.397188,N/A
龍華科技大學大樓(第一教學大樓),龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,300,N/A,N/A,N/A,1,1116,25.018592,121.402952,N/A
龍華科技大學大樓(創新育成中心),龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,300,N/A,N/A,N/A,1,1116,25.020303,121.401197,N/A
龍華科技大學大樓(法民大樓),龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,300,N/A,N/A,N/A,1,1092,25.019673,121.402234,N/A
透天,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,358,N/A,N/A,N/A,1,135,25.017036,121.401494,N/A
私人住宅大樓,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,352,N/A,N/A,N/A,1、2,683,25.017063,121.401594,N/A
私人住宅大樓,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,490,N/A,N/A,N/A,1,5466,25.016483,121.398165,N/A
透天,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,50,20,N/A,1,13,N/A,N/A,1,41,25.017612,121.40557,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,155,N/A,N/A,N/A,1,515,25.018352,121.407542,N/A
私立南華幼兒園,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,157,N/A,N/A,N/A,1、2、3,127,25.018344,121.407472,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,241,3,N/A,15,N/A,N/A,N/A,1,2117,25.017634,121.405639,N/A
育全迴龍幼兒園,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,199,N/A,N/A,2,N/A,N/A,N/A,1、2、3,48,25.017913,121.40603,N/A
法國臻品社區(A棟),龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,136,N/A,N/A,N/A,1,63,25.018581,121.406685,N/A
迴龍國民中小學,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,168,N/A,N/A,N/A,1、2、3,2530,25.0183,121.40576,N/A
透天,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,自由街,N/A,10,N/A,N/A,18,N/A,N/A,N/A,1,220,25.018955,121.404008,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,241,2,N/A,2,N/A,N/A,N/A,1,713,25.019769,121.40992,N/A
私立光啟高中,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,自由街,N/A,N/A,N/A,N/A,40,N/A,N/A,N/A,1,1047,25.019882,121.403212,N/A
法國臻品社區(B棟),龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,136,N/A,N/A,N/A,1、2、3,1380,25.018588,121.406255,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,宏慶街,N/A,34,N/A,N/A,2,N/A,N/A,N/A,1,143,25.019117,121.409316,N/A
工廠,龜山分局,68000,68000070,龍壽里,0,東萬壽路,N/A,N/A,N/A,642,N/A,N/A,85,N/A,N/A,N/A,1,316,25.008118,121.379356,N/A
龍鳳學院社區,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,龍新街,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,1,946,25.018833,121.405469,N/A
"桃園市政府警察局
龜山分局迴龍派出所",龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,117,N/A,N/A,N/A,1,229,25.018818,121.408564,N/A
私人住宅大樓,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,425,N/A,N/A,N/A,1,136,25.016204,121.399399,N/A
新世紀工廠,龜山分局,68000,68000070,龍壽里,0,東萬壽路,N/A,N/A,N/A,N/A,N/A,N/A,645,N/A,N/A,N/A,1,464,25.009954,121.37852,N/A
私人住宅大樓,龜山分局,68000,68000070,迴龍里,0,N/A,N/A,自由街,N/A,10,N/A,N/A,28,N/A,N/A,N/A,1、2,327,25.019027,121.404063,N/A
私人住宅大樓,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,369,N/A,N/A,1,N/A,2樓之2,N/A,1、2,1041,25.016672,121.401318,N/A
新東電子工廠,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,458,N/A,N/A,N/A,1、2,407,25.016451,121.398857,N/A
工廠,龜山分局,68000,68000070,龍華里,0,萬壽路,N/A,N/A,一,422,32,N/A,6,N/A,N/A,N/A,1,385,25.017493,121.399704,N/A
佳佑上境社區大樓,龜山分局,68000,68000070,迴龍里,0,萬壽路,N/A,N/A,一,120,N/A,N/A,6,N/A,二樓,N/A,1、2,417,25.019335,121.406436,N/A
私人住宅大樓,龜山分局,68000,68000070,龍壽里,0,東萬壽路,N/A,N/A,N/A,N/A,N/A,N/A,668,N/A,N/A,N/A,1,446,25.009696,121.379332,N/A
